id,deleted,title,purchase_request_id,amount,fx_info,approved_amount,categories,request_reason,invoice,status,occurance,approved_occurance,created,updated,used,decline_reason,request_type,_accounting_id,_department_id,_sub_company_id,budget_item_id,declined_by_id,polymorphic_ctype_id,send_budget_to_user_id,user_id,vendor_id,api_user_id,api_user_company_id,api_company_name,api_company_id
2552,FALSE,Covid test post flight,,25.33,"{""amount"": 80, ""currency"": ""ILS""}",,[],Covid test post flight,/api/requests/2552/invoice.jpg,PENDING,,,2021-10-30 09:30:14.098757 UTC,2021-10-30 09:30:15.645734 UTC,FALSE,,REIMBURSEMENT_REQUEST,,,,,,136,,388,,388,14,W.S.C. Sports Technologies Inc.,14
5059,FALSE,Marketing Swag Account,,25000,{},,[],Swag purchases in Corporate Gift,/api/requests/5059/invoice.pdf,PENDING,,,2022-02-08 01:08:25.408534 UTC,2022-02-08 01:15:58.900969 UTC,FALSE,,FUND_REQUEST,9411,932,182,,,134,,2653,19997,2653,83,ControlUp Inc,83
5084,FALSE,Carpentry work all over the office,,5726.78,"{""amount"": 16760, ""currency"": ""ILS""}",,[],"Wire transfer.
עבודת נגרות:
טיפול בחדר של איתמר, הרחבת חור בחריצים של דלת ברז סודה והכנה והרכבה של מדפים ברחבי המשרד.",/api/requests/5084/invoice.pdf,PENDING,,,2022-02-08 14:38:14.816589 UTC,2022-02-08 14:38:16.902877 UTC,FALSE,,FUND_REQUEST,,,,,,134,,2888,,2888,1,PayEm Inc.,1
1684,FALSE,US Trip - Taxi,,37.95,{},,[],Taxi drive from the airport,/api/requests/1684/invoice.pdf,PENDING,,,2021-08-28 13:01:30.377124 UTC,2021-08-29 19:55:10.693867 UTC,FALSE,,REIMBURSEMENT_REQUEST,98,,,,,136,,153,,153,4,Visitt,4
4912,FALSE,marketing -kirstin,,10000,{},,[],marketing,,PENDING,MONTH,,2022-02-02 12:09:01.696828 UTC,2022-02-02 12:09:01.697822 UTC,FALSE,,FUND_REQUEST,,660,200,,,134,,3053,,3053,91,MEMIC INNOVATIVE SURGERY INC,91
4985,FALSE,LinkedIn Sales Navigator,,959.88,{},,[],"Annual subscription for LinkedIn Sales Nav.  Annual subscription saves a total of $240/year, otherwise, it would be $99 billed monthly. ",/api/requests/4985/invoice.jpg,PENDING,,,2022-02-04 21:35:25.146629 UTC,2022-02-04 21:35:34.568214 UTC,FALSE,,FUND_REQUEST,,,,,,134,4352,4352,24974,4352,129,Anecdotes Inc,129
4790,FALSE,CIQ - GoDaddy account,,0,{},,[],Domain renewals in GoDaddyu,,PENDING,,,2022-01-30 11:10:58.467939 UTC,2022-01-30 14:56:27.141975 UTC,FALSE,,FUND_REQUEST,,,,,,134,2562,2562,,2562,45,Perion,45
4160,FALSE,Wombat HW for Dev - 10* SSD,,1000,{},,[],"we need 10 SSD for wombat dev: https://www.adas.co.il/en/product_he.php?idn=47516 
each 300ILS ",,PENDING,,,2022-01-02 13:44:24.23939 UTC,2022-01-02 13:44:24.240477 UTC,FALSE,,FUND_REQUEST,,,,,,134,289,2970,,2970,27,"PIXELLOT US, INC",27
1650,FALSE,Azure,,100000,{},,[],Need unlimited cc. This is fore Azure Production env that keeps growing,,PENDING,MONTH,,2021-08-24 11:07:36.669526 UTC,2021-08-24 11:07:36.670767 UTC,FALSE,,FUND_REQUEST,,,,,,134,2337,2337,,2337,83,ControlUp Inc,83
5066,FALSE,Get Well Noam,,85.78,"{""amount"": 250, ""currency"": ""ILS""}",,[],,,PENDING,,,2022-02-08 09:37:57.613228 UTC,2022-02-08 09:37:57.614175 UTC,FALSE,,FUND_REQUEST,,,,,,134,2600,2600,,2600,1,PayEm Inc.,1
1996,FALSE,OpenVPN Subscription,,750,{},,[],,,PENDING,YEAR,,2021-09-27 07:27:36.109497 UTC,2021-09-27 07:27:36.110405 UTC,FALSE,,FUND_REQUEST,,,,,,134,1843,1843,,1843,78,Upsolver Data Inc,78
2479,FALSE,מתנות welcome לעובדים חדשים בארה״ב,,310,{},,[],,,PENDING,,,2021-10-26 12:04:28.284038 UTC,2021-10-26 12:04:28.284895 UTC,FALSE,,FUND_REQUEST,,295,87,,,134,1601,1601,,1601,50,Namogoo Technologies Inc.,50
2351,FALSE,חולצות לכנס במונקו,,100,{},,[],תקציב מרקטינג!!!!,,PENDING,,,2021-10-20 11:58:01.485323 UTC,2021-10-20 12:03:06.977557 UTC,FALSE,,FUND_REQUEST,,214,99,,,134,1601,1601,,1601,50,Namogoo Technologies Inc.,50
4578,FALSE,11/15-11/18/2021 - Jeremy NYC trip reimbursement_4,,72.88,{},,[],NYC Dinner,/api/requests/4578/invoice.jpg,PENDING,,,2022-01-20 23:54:39.14219 UTC,2022-01-20 23:54:50.176456 UTC,FALSE,,REIMBURSEMENT_REQUEST,,554,,,,136,3393,3393,,3393,81,Zoomin Software Inc,81
4576,FALSE,11/15-11/18/2021 - Jeremy NYC trip reimbursement_2,,112,{},,[],Denver Int'l Airport Parking,/api/requests/4576/invoice.jpg,PENDING,,,2022-01-20 23:52:04.988782 UTC,2022-01-20 23:52:19.426606 UTC,FALSE,,REIMBURSEMENT_REQUEST,,554,,,,136,3393,3393,,3393,81,Zoomin Software Inc,81
4775,FALSE,NYC SKO Trip 1/24 - 1/27,,176.26,{},,[],"1/24 Dinner @ 6 Columbus Hotel: Jeremy, Nick, Judah",/api/requests/4775/invoice.jpg,PENDING,,,2022-01-28 23:21:09.988688 UTC,2022-01-28 23:21:18.19176 UTC,FALSE,,REIMBURSEMENT_REQUEST,,554,,,,136,3393,3393,,3393,81,Zoomin Software Inc,81
5081,FALSE,Balance Board (5 pieces),,123.01,"{""amount"": 360, ""currency"": ""ILS""}",,[],Balance Board (5 pieces),/api/requests/5081/invoice.jpg,PENDING,,,2022-02-08 14:08:25.372884 UTC,2022-02-08 14:08:28.288559 UTC,FALSE,,FUND_REQUEST,,,,,,134,2888,2888,,2888,1,PayEm Inc.,1
5044,FALSE,Footstool,,241.51,"{""amount"": 700, ""currency"": ""ILS""}",,[],Footstool,/api/requests/5044/invoice.jpg,PENDING,,,2022-02-07 15:45:20.904822 UTC,2022-02-07 15:45:24.520051 UTC,FALSE,,FUND_REQUEST,,,,,,134,2888,2888,,2888,1,PayEm Inc.,1
4094,FALSE,Retool Users,,600,{},,[],Retool users are moving from RnD to CS to be used by support and implementation team.,,PENDING,,,2021-12-29 19:05:44.889481 UTC,2021-12-29 19:05:44.891081 UTC,FALSE,,FUND_REQUEST,,,,,,134,3408,3408,,3408,50,Namogoo Technologies Inc.,50
1166,FALSE,Controller,,100,{},,[],ESTA Request And רשם חברות request,,PENDING,HARD_LIMIT,,2021-07-08 06:41:30.974058 UTC,2021-07-08 06:41:30.975094 UTC,FALSE,,FUND_REQUEST,,,,,,134,1105,1105,,1105,52,Whitesource Software Inc.,52
1209,FALSE,ESTA Application,,20,{},,[],,,PENDING,,,2021-07-13 11:12:36.400204 UTC,2021-07-13 11:12:36.401849 UTC,FALSE,,FUND_REQUEST,,,,,,134,1105,1105,,1105,52,Whitesource Software Inc.,52
3353,FALSE,IAPP membership,,275,{},,[],membership expired,,PENDING,YEAR,,2021-12-01 13:30:09.650826 UTC,2021-12-01 13:30:09.655666 UTC,FALSE,,FUND_REQUEST,,,,,,134,1106,1106,,1106,52,Whitesource Software Inc.,52
2948,FALSE,Snagit user,,49.99,{},,[],Snagit user for screen recordings,/api/requests/2948/invoice.jpg,PENDING,,,2021-11-15 07:48:17.254775 UTC,2021-11-15 07:48:19.820891 UTC,FALSE,,FUND_REQUEST,,,,,,134,855,855,12434,855,14,W.S.C. Sports Technologies Inc.,14
4639,FALSE,DocuSign Personal Account,,10,{},,[],DocuSign Personal Account,,PENDING,MONTH,,2022-01-24 18:32:31.418466 UTC,2022-01-24 18:32:31.420252 UTC,FALSE,,FUND_REQUEST,,,,,,134,856,856,364,856,14,W.S.C. Sports Technologies Inc.,14
5056,FALSE,Customer Experience Swag Account,,5000,{},,[],Swag purchases in corporate gift,/api/requests/5056/invoice.pdf,PENDING,,,2022-02-08 01:04:05.438124 UTC,2022-02-08 01:04:07.263246 UTC,FALSE,,FUND_REQUEST,9408,578,182,,,134,2653,2653,19997,2653,83,ControlUp Inc,83
4557,FALSE,הגדלת מסגרת,,5000,{},,[],להגדיל כא של חב' חשמל,,PENDING,MONTH,,2022-01-20 10:20:05.499508 UTC,2022-01-20 10:20:05.501262 UTC,FALSE,,FUND_REQUEST,,,,,,134,867,867,13184,867,52,Whitesource Software Inc.,52
4392,FALSE,אקדא\\\\test,,1,{},,[],,,PENDING,,,2022-01-12 08:44:39.008983 UTC,2022-01-12 08:44:39.013048 UTC,FALSE,,FUND_REQUEST,,,,,,134,867,867,,867,52,Whitesource Software Inc.,52
4814,FALSE,UXI LIVE - design conference,,585.99,"{""amount"": 1780, ""currency"": ""ILS""}",,[],The amount is the price of my and Noya's tickets to the conference (Liad has give is aprroval),,PENDING,,,2022-01-31 11:39:26.565239 UTC,2022-01-31 11:39:26.566341 UTC,FALSE,,FUND_REQUEST,8088,256,,,,134,881,3469,,3469,60,Oktopost Technologies Inc.,60
4832,FALSE,BrighTalk,,40000,{},,[],"Webinars and marketing
pay by wire
We have annual budget of 44000, i dont have a contract, will have one soon, but we are paying for the service of hosting our webinars for now",/api/requests/4832/invoice.pdf,PENDING,,,2022-01-31 21:13:51.299113 UTC,2022-01-31 21:13:52.754375 UTC,FALSE,,FUND_REQUEST,,19,5,,,134,3712,3712,,3712,15,PlainID Inc,15
2954,FALSE,Prop. Tax (ארנונה ) 11-12/21,,37224.98,"{""amount"": 100500, ""currency"": ""ILS""}",,[],Prop. Tax (ארנונה ) 11-12/21,/api/requests/2954/invoice.pdf,PENDING,,,2021-11-15 09:15:29.85304 UTC,2021-11-15 10:37:17.266238 UTC,FALSE,,FUND_REQUEST,536,,,,,134,133,133,20150,133,14,W.S.C. Sports Technologies Inc.,14
2663,FALSE,MeetAlfred- LinkedIn outreach automation tool,,90,{},,[],LinkedIn outreach automation tool,,PENDING,,,2021-11-03 07:10:49.980374 UTC,2021-11-03 07:10:49.981219 UTC,FALSE,,FUND_REQUEST,,,,,,134,2454,2454,,2454,84,ActiveFence Inc,84
4869,FALSE,Lyft,,150,{},,[],Lyft ride to/from Train Station,,PENDING,DAY,,2022-02-01 12:32:04.490023 UTC,2022-02-01 12:32:04.491113 UTC,FALSE,,FUND_REQUEST,,1047,,,,134,4247,4247,,4247,129,Anecdotes Inc,129
4868,FALSE,NJ Transit,,50,{},,[],Train to/from NYC,,PENDING,DAY,,2022-02-01 12:30:51.982671 UTC,2022-02-01 12:30:51.983566 UTC,FALSE,,FUND_REQUEST,,1047,,,,134,4247,4247,,4247,129,Anecdotes Inc,129
2864,FALSE,Linkedin Premium - Ido Geva,,180,{},,[],Linkedin Premium to Ido for 3 months (60$ each),,PENDING,,,2021-11-10 17:29:37.900894 UTC,2021-11-10 19:16:34.346051 UTC,FALSE,,FUND_REQUEST,448,62,,,,134,1189,1189,111,1189,14,W.S.C. Sports Technologies Inc.,14
5078,FALSE,for Remote Working Expo event (March),,3269.19,"{""amount"": 2300, ""currency"": ""GBP""}",,[],"I need to order furniture and other stuff for the booth in this event and I have to pay in advance. 
this is will be taken out of the event budget we have",,PENDING,,,2022-02-08 13:26:11.587606 UTC,2022-02-08 13:26:11.588959 UTC,FALSE,,FUND_REQUEST,,,,,,134,2740,2740,,2740,83,ControlUp Inc,83
4911,FALSE,recruitment -Samantha,,10000,{},,[],recruitment,,PENDING,MONTH,,2022-02-02 12:03:11.177748 UTC,2022-02-02 12:03:11.178783 UTC,FALSE,,FUND_REQUEST,8521,605,200,,,134,2239,3053,,3053,91,MEMIC INNOVATIVE SURGERY INC,91
2251,FALSE,Monthly Budget Increase,,2000,{},,[],approved by Dave,,PENDING,,,2021-10-14 07:08:10.879691 UTC,2021-10-14 07:08:10.881374 UTC,FALSE,,FUND_REQUEST,,,,,,134,2006,2006,,2006,82,Optibus INC,82
5101,FALSE,Leptop,,1395,{},,[],"I need to purchase a new laptop to Fallon since her is now working.
Vendor- Lenovo ",,PENDING,,,2022-02-08 19:48:47.746227 UTC,2022-02-08 19:48:47.747218 UTC,FALSE,,FUND_REQUEST,9641,1144,14,,,134,1770,1770,,1770,14,W.S.C. Sports Technologies Inc.,14
5004,FALSE,License for udemy,,37.65,"{""amount"": ""120"", ""currency"": ""ILS""}",,[],Need to licenses for online angular course,,PENDING,,,2022-02-06 11:47:49.442954 UTC,2022-02-08 14:22:49.035544 UTC,FALSE,,FUND_REQUEST,9131,764,209,,,134,3309,3309,,3309,87,Transmit Security Inc,87
2465,FALSE,APTA cocktail,,30000,{},,[],,,PENDING,,,2021-10-26 08:48:26.777298 UTC,2021-10-26 08:48:26.778689 UTC,FALSE,,FUND_REQUEST,,,,,,134,2548,2548,,2548,82,Optibus INC,82
2333,FALSE,CTA and CTAA booth equipment,,7000,{},,[],,,PENDING,MONTH,,2021-10-19 15:36:19.275765 UTC,2021-10-19 15:36:19.276652 UTC,FALSE,,FUND_REQUEST,,,,,,134,2548,2548,,2548,82,Optibus INC,82
4213,FALSE,Budget for events registration and booth equipment,,50000,{},,[],,,PENDING,,,2022-01-04 12:13:41.394921 UTC,2022-01-04 12:13:41.404177 UTC,FALSE,,FUND_REQUEST,,,,,,134,2548,2548,,2548,82,Optibus INC,82
4974,FALSE,Customer Lunch & Travel,,781.65,"{""amount"": 500, ""currency"": ""GBP""}",,[],Customer lunch with URC & Kin Partners,,PENDING,,,2022-02-03 18:32:24.054434 UTC,2022-02-03 18:32:24.055652 UTC,FALSE,,FUND_REQUEST,,,,,,134,2812,2812,,2812,14,W.S.C. Sports Technologies Inc.,14
2943,FALSE,Trains for events and customer meeting,,105.44,"{""amount"": 78.6, ""currency"": ""GBP""}",,[],"Trains for Leaders, Broadcast Sports and customer (Derek Chang) meeting",/api/requests/2943/invoice.pdf,PENDING,,,2021-11-14 17:59:26.446957 UTC,2021-11-16 12:41:23.56956 UTC,FALSE,,REIMBURSEMENT_REQUEST,555,57,,,,136,2812,2812,,2812,14,W.S.C. Sports Technologies Inc.,14
4849,FALSE,Expand monthly spend by $50,,50,{},,[],the card is currently with a budget of $200. It needs to be $250.,,PENDING,,,2022-02-01 07:47:25.755768 UTC,2022-02-01 07:47:25.756688 UTC,FALSE,,FUND_REQUEST,,,,,,134,3326,3326,,3326,1,PayEm Inc.,1
5071,FALSE,Facebook Ad Account,,25000,{},,[],Opening our first ad account with Facebook for paid activity. The monthly spend is what we expect in the future for paid activity.,,PENDING,MONTH,,2022-02-08 11:23:48.497271 UTC,2022-02-08 11:23:48.498863 UTC,FALSE,,FUND_REQUEST,,,,,,134,3326,3326,1382,3326,1,PayEm Inc.,1
40,FALSE,Grafana Cloud,39,100,{},100,[],Monitor Visitt Services,,APPROVED,,MONTH,2020-09-23 13:57:14.769232 UTC,2020-09-23 13:57:38.617809 UTC,FALSE,,FUND_REQUEST,,,,,,134,,154,146,154,4,Visitt,4
18,FALSE,Octopus CRM,16,16,{},16,[],Octopus CRM advanced plan,/api/requests/16/invoice.pdf,APPROVED,,,2020-06-22 15:41:27.008976 UTC,2020-08-27 05:44:24.266563 UTC,FALSE,,FUND_REQUEST,,,,,,134,,70,,70,1,PayEm Inc.,1
17,FALSE,Octopus Pro,14,15,{},15,[],Requesting $15 for Octopus pro billed Monthly,,APPROVED,,,2020-06-19 21:07:33.305369 UTC,2020-06-19 21:24:14.988024 UTC,FALSE,,FUND_REQUEST,,,,,,134,,73,,73,1,PayEm Inc.,1
62,FALSE,Leadsbridge - Octopus Hubspot Integration,52,30,{},30,[],Integrations,,APPROVED,MONTH,MONTH,2020-10-07 07:58:34.972991 UTC,2020-10-07 08:53:29.964 UTC,FALSE,,FUND_REQUEST,,,,,,134,,194,,194,1,PayEm Inc.,1
77,FALSE,NY + Denver hotels,69,370,{},370,[],,/api/requests/69/invoice.pdf,APPROVED,,,2020-10-25 17:53:03.296012 UTC,2020-10-25 18:21:25.873995 UTC,FALSE,,FUND_REQUEST,,,,,,134,,156,,156,4,Visitt,4
35,FALSE,Museum Tel Aviv Israel,32,120,{},120,[],Fan day for design team,,APPROVED,,,2020-09-16 08:19:43.944967 UTC,2020-09-16 08:24:57.887498 UTC,FALSE,,FUND_REQUEST,,,,,,134,,160,,160,14,W.S.C. Sports Technologies Inc.,14
50,FALSE,פרי מתוק,57,74,{},74,[],מתנה לעובד,,APPROVED,,,2020-10-11 12:33:45.031238 UTC,2020-10-11 12:38:27.891227 UTC,FALSE,,FUND_REQUEST,,,,,,134,,130,,130,15,PlainID Inc,15
52,FALSE,Add telegram bot to zendesk,48,10,{},10,[],need to communicate with Rambler and better to do with through zendesk and not add all the supervisors in,,APPROVED,MONTH,MONTH,2020-10-01 10:41:09.262868 UTC,2020-10-01 11:05:46.939596 UTC,FALSE,,FUND_REQUEST,,,,,,134,,191,,191,14,W.S.C. Sports Technologies Inc.,14
71,FALSE,מתוקה,56,59,{},59,[],שי לעובד,,APPROVED,,,2020-10-11 11:11:22.426286 UTC,2020-10-11 12:00:30.830692 UTC,FALSE,,FUND_REQUEST,,,,,,134,,130,,130,15,PlainID Inc,15
60,FALSE,JOY,64,45,{},45,[],מתנה לעובדת,,APPROVED,,,2020-10-21 07:08:05.707107 UTC,2020-10-21 07:17:22.960576 UTC,FALSE,,FUND_REQUEST,,,,,,134,,130,,130,15,PlainID Inc,15
357,FALSE,JetBrains,18,21,{},20,[],License for JetBrains,,APPROVED,MONTH,,2020-09-01 12:51:39.579118 UTC,2021-02-15 13:06:10.461114 UTC,FALSE,,FUND_REQUEST,,,,,,134,,115,20,115,1,PayEm Inc.,1
31,FALSE,Test,27,150,{},150,[],Test,,APPROVED,,,2020-09-09 08:55:42.22339 UTC,2020-09-09 08:58:45.440557 UTC,FALSE,,FUND_REQUEST,,,,,,134,,141,107,141,14,W.S.C. Sports Technologies Inc.,14
70,FALSE,Sketch software renew,55,79,{},79,[],Sketch software renew,,APPROVED,Year,Year,2020-10-11 09:42:05.478946 UTC,2020-10-11 10:27:26.630323 UTC,FALSE,,FUND_REQUEST,,,,,,134,,210,198,210,14,W.S.C. Sports Technologies Inc.,14
26,FALSE,מישלב,25,260,{},260,[],השתלמויות לחשבי שכר,,APPROVED,,,2020-09-07 10:35:21.309843 UTC,2020-09-07 10:44:20.09154 UTC,FALSE,,FUND_REQUEST,,,,,,134,,132,,132,15,PlainID Inc,15
11,FALSE,,10,30,{},30,"[""Entertainment""]",LinkedIn budget,,APPROVED,,,2020-04-30 18:04:25.932896 UTC,2020-05-27 16:21:30.089281 UTC,FALSE,,FUND_REQUEST,,,,,,134,,2,,2,1,PayEm Inc.,1
30,FALSE,macbook,28,1600,{},1600,[],,,APPROVED,,,2020-09-09 08:56:24.304295 UTC,2020-09-09 08:58:14.84723 UTC,FALSE,,FUND_REQUEST,,,,,,134,,119,,119,1,PayEm Inc.,1
13,FALSE,User Email,11,29,{},29,[],This is required for creating user template for emails. This consist of 12 templates with custom design images,,APPROVED,,,2020-06-04 00:25:57.564526 UTC,2020-06-04 01:05:23.039969 UTC,FALSE,,FUND_REQUEST,,,,,,134,,65,,65,1,PayEm Inc.,1
42,FALSE,חברת חשמל,43,1200,{},1200,[],,,APPROVED,MONTH,MONTH,2020-09-30 11:27:48.165434 UTC,2020-09-30 11:43:09.192822 UTC,FALSE,,FUND_REQUEST,,,,,,134,,130,,130,15,PlainID Inc,15
84,FALSE,הטענת ביימי,81,600,{},600,[],"חבר מביא חבר דניאל שי +1000 ש""}ח יתרה",,APPROVED,HARD_LIMIT,HARD_LIMIT,2020-11-04 12:11:23.5272 UTC,2020-11-04 12:12:06.123982 UTC,FALSE,,FUND_REQUEST,,,,,,134,,252,308,252,14,W.S.C. Sports Technologies Inc.,14
34,FALSE,viemo,35,100,{},100,[],,,APPROVED,,,2020-09-17 09:36:39.907153 UTC,2020-09-17 09:42:44.186661 UTC,FALSE,,FUND_REQUEST,,,,,,134,,162,126,162,14,W.S.C. Sports Technologies Inc.,14
67,FALSE,EQUIPMENT,72,260,{},260,[],MOUSE PAD AND KEYBOARDS,,APPROVED,,,2020-10-26 13:36:18.951637 UTC,2020-10-27 07:12:36.573279 UTC,FALSE,,FUND_REQUEST,,,,,,134,,237,,237,21,Wristcam Inc,21
83,FALSE,Seamless.AI,78,90,{},90,[],Got an unlimited account,,APPROVED,month,MONTH,2020-11-03 09:13:08.834965 UTC,2020-11-03 12:00:10.134066 UTC,FALSE,,FUND_REQUEST,,,,,,134,,149,314,149,4,Visitt,4
16,FALSE,Octopus,13,15,{},10,[],Octopus,,APPROVED,,,2020-06-19 20:06:58.5324 UTC,2020-06-19 20:58:36.698117 UTC,FALSE,,FUND_REQUEST,,,,,,134,,69,,69,1,PayEm Inc.,1
80,FALSE,Last minute flight to Rugby nj,76,320,{},320,[],"the more we wait the higher the price. It already increased in 100 dollars since last time I looked 😨

(1 left at this price btw)",,APPROVED,,,2020-10-29 03:10:49.901606 UTC,2020-10-29 08:02:35.205927 UTC,FALSE,,FUND_REQUEST,,,,,,134,,156,,156,4,Visitt,4
38,FALSE,זר פור יו,36,60,{},60,[],מתנה לעובד חדש,,APPROVED,,,2020-09-21 06:46:09.722789 UTC,2020-09-21 07:08:13.248003 UTC,FALSE,,FUND_REQUEST,,,,,,134,,130,,130,15,PlainID Inc,15
87,FALSE,Tim Poland,84,151,{},151,[],"the first one got rejected, and these digital CCs are very frustrating, cannot be used again.",,APPROVED,,,2020-11-05 22:34:37.398282 UTC,2020-11-08 08:07:58.628842 UTC,FALSE,,FUND_REQUEST,,,,,,134,,240,,240,21,Wristcam Inc,21
19,FALSE,"נספרסו ישראל בע""מ",19,500,{},500,"[""General Food""]",ספק של קפסולות קפה,,APPROVED,MONTH,MONTH,2020-09-02 13:38:17.486477 UTC,2020-09-02 13:46:44.997579 UTC,FALSE,,FUND_REQUEST,,,,,,134,,130,,130,15,PlainID Inc,15
56,FALSE,Sales Navigator,50,80,{},80,[],Linkedin for sales,,APPROVED,MONTH,MONTH,2020-10-06 07:43:05.507012 UTC,2020-10-06 07:53:20.321257 UTC,FALSE,,FUND_REQUEST,,,,,,134,,194,,194,1,PayEm Inc.,1
85,FALSE,Tim's Grandson,83,151,{},151,[],"I believe this gift will be $150, including tax",,APPROVED,,,2020-11-05 19:51:35.812691 UTC,2020-11-05 20:43:05.360511 UTC,FALSE,,FUND_REQUEST,,,,,,134,,240,,240,21,Wristcam Inc,21
58,FALSE,BLEND,63,76,{},76,[],מתנה לעובד,,APPROVED,,,2020-10-21 07:01:31.06715 UTC,2020-10-21 07:03:38.962968 UTC,FALSE,,FUND_REQUEST,,,,,,134,,130,,130,15,PlainID Inc,15
53,FALSE,Sketch license renewal,70,79,{},79,[],I need to renew my sketch license,/api/requests/70/invoice.pdf,APPROVED,,,2020-10-26 10:27:11.080772 UTC,2020-10-26 13:06:55.558999 UTC,FALSE,,FUND_REQUEST,,,,,,134,,161,198,161,14,W.S.C. Sports Technologies Inc.,14
